actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
coop-prix-hylestad-rysstad,Coop Prix Hylestad,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Coop Prix Hylestad i Rysstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stovegen 4,4748,Agder,agder,Rysstad,rysstad,Rysstad,,59.095938800000006,7.5300753,94819546,,https://www.coop.no/butikker/coop-prix/coop-prix-hylestad-1340,,mandag: 08:00-21:00|tirsdag: 08:00-21:00|onsdag: 08:00-21:00|torsdag: 08:00-21:00|fredag: 08:00-21:00|lørdag: 08:00-20:00|søndag: Stengt,Mo 08:00-21:00; Tu 08:00-21:00; We 08:00-21:00; Th 08:00-21:00; Fr 08:00-21:00; Sa 08:00-20:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-evje-evje,REMA 1000 EVJE,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 EVJE i Evje bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Verksvegen 12,4735,Agder,agder,Evje,evje,Evje,,58.583273,7.797167999999999,37931000,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
extra-evje-evje,Extra Evje,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Extra Evje i Evje bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Nils Heglands veg 11,4735,Agder,agder,Evje,evje,Evje,,58.586167499999995,7.8048727,91127900,,https://www.coop.no/butikker/extra/extra-evje-2850,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
coop-prix-valle-valle,Coop Prix Valle,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Coop Prix Valle i Valle bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Nordibøvegen 151,4747,Agder,agder,Valle,valle,Valle,,59.2120279,7.534574,90644276,,https://www.coop.no/butikker/coop-prix/coop-prix-valle-1328,,mandag: 08:00-21:00|tirsdag: 08:00-21:00|onsdag: 08:00-21:00|torsdag: 08:00-21:00|fredag: 08:00-21:00|lørdag: 08:00-20:00|søndag: Stengt,Mo 08:00-21:00; Tu 08:00-21:00; We 08:00-21:00; Th 08:00-21:00; Fr 08:00-21:00; Sa 08:00-20:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
kiwi-evje-evje,KIWI Evje,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,KIWI Evje i Evje bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Smievegen 3,4735,Agder,agder,Evje,evje,Evje,,58.586448700000005,7.8066257,37933080,,https://kiwi.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
vang-miljostasjon-synshagen-vang-i-valdres,"Vang Miljøstasjon, Synshagen",baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,"Vang Miljøstasjon, Synshagen i Vang i Valdres bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Tyinvegen 4865,4865,Agder,agder,Vang i Valdres,vang-i-valdres,Vang i Valdres,,61.14006069999999,8.6137423,48011489,,https://www.vkr.no/miljoestasjoner/,,mandag: Stengt|tirsdag: 09:00-16:00|onsdag: Stengt|torsdag: 09:00-18:00|fredag: Stengt|lørdag: 09:00-15:00|søndag: Stengt,Mo off; Tu 09:00-16:00; We off; Th 09:00-18:00; Fr off; Sa 09:00-15:00; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
norengros-kjosavik-butikk-arendal-arendal,"Norengros Kjosavik, Butikk Arendal",baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,"Norengros Kjosavik, Butikk Arendal i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Åsbieveien 2,4848,Agder,agder,Arendal,arendal,Arendal,,58.4584633,8.7119587,37073131,,https://www.norengros.no/,,mandag: 07:00-18:00|tirsdag: 07:00-18:00|onsdag: 07:00-18:00|torsdag: 07:00-18:00|fredag: 07:00-18:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 07:00-18:00; Tu 07:00-18:00; We 07:00-18:00; Th 07:00-18:00; Fr 07:00-18:00; Sa 10:00-15:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bik-bok-arendal,Bik Bok,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Bik Bok i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vesterveien 4,4836,Agder,agder,Arendal,arendal,Arendal,,58.45986130000001,8.7643525,23218759,,http://bikbok.com/no/bedriftsider/butikker/butikker/norway/62e/,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su off,womens clothing store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
jula-arendal,Jula,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Jula i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sørsvannsveien 4,4848,Agder,agder,Arendal,arendal,Arendal,,58.4668774,8.7178418,67922200,,https://www.jula.no/vare-varehus/arendal/,,mandag: 07:00-21:00|tirsdag: 07:00-21:00|onsdag: 07:00-21:00|torsdag: 07:00-21:00|fredag: 07:00-21:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 07:00-21:00; Tu 07:00-21:00; We 07:00-21:00; Th 07:00-21:00; Fr 07:00-21:00; Sa 09:00-18:00; Su off,home goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-bie-grimstad,REMA 1000 BIE,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 BIE i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Arendalsveien 87,4878,Agder,agder,Grimstad,grimstad,Grimstad,,58.351163,8.597034599999999,37048000,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
apotekergaarden-episenteret-as-grimstad,Apotekergaarden - Episenteret AS,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Apotekergaarden - Episenteret AS i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Skolegaten 3,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.34174489999999,8.5934922,41310309,,http://www.apotekergaarden.no/,,mandag: 16:00-00:00|tirsdag: 16:00-00:00|onsdag: 16:00-00:00|torsdag: 16:00-00:00|fredag: 13:00-02:30|lørdag: 12:00-02:30|søndag: 14:00-00:00,Mo 16:00-00:00; Tu 16:00-00:00; We 16:00-00:00; Th 16:00-00:00; Fr 13:00-02:30; Sa 12:00-02:30; Su 14:00-00:00,italian restaurant,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bergshaven-bakeri-konditori-grimstad,Bergshaven bakeri & konditori,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Bergshaven bakeri & konditori i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Odden 1,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.33793769999999,8.5930119,37040446,,http://www.bergshaven.com/,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 10:00-18:00; Su off,bakery,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
odden-klaer-as-grimstad,Odden Klær AS,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Odden Klær AS i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Storgaten 11,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.34088529999999,8.5930354,90142605,,,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-18:00|fredag: 10:00-17:00|lørdag: 10:00-16:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-18:00; Fr 10:00-17:00; Sa 10:00-16:00; Su off,clothing store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
interoptik-holvik-grimstad,Interoptik Holvik,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Interoptik Holvik i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Storgaten 17,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.34168390000001,8.5928937,37040735,,http://www.interoptik.no/finn-butikk/interoptik-holvik/?utm_source=gmb&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=holvik,,mandag: 08:30-17:00|tirsdag: 08:30-17:00|onsdag: 08:30-17:00|torsdag: 08:30-18:00|fredag: 08:30-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 08:30-17:00; Tu 08:30-17:00; We 08:30-17:00; Th 08:30-18:00; Fr 08:30-17:00; Sa 10:00-15:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-maxis-arendal,REMA 1000 MAXIS,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 MAXIS i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vesterveien 44,4839,Agder,agder,Arendal,arendal,Arendal,,58.454477,8.747214,37099900,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 08:00-21:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 08:00-21:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
asian-pa-torvet-grimstad,Asian på torvet,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Asian på torvet i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Torvet 1,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3422768,8.5932315,46772266,,,,mandag: Stengt|tirsdag: Stengt|onsdag: 14:00-21:00|torsdag: 14:00-21:00|fredag: 14:00-21:00|lørdag: 13:00-21:00|søndag: 13:00-21:00,Mo off; Tu off; We 14:00-21:00; Th 14:00-21:00; Fr 14:00-21:00; Sa 13:00-21:00; Su 13:00-21:00,asian fusion restaurant,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fru-juske-restaurant-grimstad,Fru Juske Restaurant,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Fru Juske Restaurant i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Juskestredet 4,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.342750499999994,8.5922701,91691191,,https://frujuske.no/,,mandag: 17:00-21:30|tirsdag: 17:00-21:30|onsdag: 17:00-21:30|torsdag: 17:00-21:30|fredag: 17:00-23:00|lørdag: 17:00-23:00|søndag: Stengt,Mo 17:00-21:30; Tu 17:00-21:30; We 17:00-21:30; Th 17:00-21:30; Fr 17:00-23:00; Sa 17:00-23:00; Su off,restaurant,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
stranden-risor-a-s-risor,Stranden Risør A/S,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Stranden Risør A/S i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stranden 1,4950,Agder,agder,Risør,risor,Risør,,58.719127900000004,9.2394275,46937730,,,,mandag: Stengt|tirsdag: Stengt|onsdag: Stengt|torsdag: 12:00-21:30|fredag: 12:00-21:30|lørdag: 11:00-21:30|søndag: Stengt,Mo off; Tu off; We off; Th 12:00-21:30; Fr 12:00-21:30; Sa 11:00-21:30; Su off,restaurant,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-dasnes-hornnes,Joker Dåsnes,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Dåsnes i Hornnes bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Dåsnesvegen 31,4737,Agder,agder,Hornnes,hornnes,Hornnes,,58.5624693,7.772576699999999,37930600,,https://joker.no/finn-butikk/joker-dasnes,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-stoa-arendal,REMA 1000 STOA,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 STOA i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sagvannsveien 16,4848,Agder,agder,Arendal,arendal,Arendal,,58.464842,8.71084,37098206,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
mango-market-arendal-arendal,Mango Market Arendal,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Mango Market Arendal i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vestre gate 2,4836,Agder,agder,Arendal,arendal,Arendal,,58.4608514,8.7643551,,,https://www.facebook.com/pg/Alanya-butikk-Arendal-995663590500869/about/?ref=page_internal,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-19:00|søndag: 11:00-19:00,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-19:00; Su 11:00-19:00,asian grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
asian-market-arendal-arendal,Asian Market Arendal,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Asian Market Arendal i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Kystveien 244,4841,Agder,agder,Arendal,arendal,Arendal,,58.4744234,8.8161696,94860515,,https://asianmarketarendal.no/,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: 12:00-18:00,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su 12:00-18:00,asian grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
asia-arendal,Asia,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Asia i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vestre gate 5,4836,Agder,agder,Arendal,arendal,Arendal,,58.46082930000001,8.763851899999999,37020778,,,,mandag: 09:30-18:00|tirsdag: 09:30-18:00|onsdag: 09:30-18:00|torsdag: 09:30-18:00|fredag: 09:30-18:00|lørdag: 09:30-16:00|søndag: Stengt,Mo 09:30-18:00; Tu 09:30-18:00; We 09:30-18:00; Th 09:30-18:00; Fr 09:30-18:00; Sa 09:30-16:00; Su off,asian grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
mango-market-stoa-arendal,Mango Market Stoa,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Mango Market Stoa i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sørsvannsveien 14E,4848,Agder,agder,Arendal,arendal,Arendal,,58.465728000000006,8.7160599,40575244,,https://www.facebook.com/Mango-market-arendal-995663590500869/,,mandag: 10:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-19:00|søndag: 12:00-19:00,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-19:00; Su 12:00-19:00,asian grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bjorklund-alti-arendal-sentrum-arendal,Bjørklund Alti Arendal Sentrum,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Bjørklund Alti Arendal Sentrum i Arendal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vesterveien 4,4836,Agder,agder,Arendal,arendal,Arendal,,58.459492000000004,8.763461999999999,40027473,,https://www.bjorklund.no/butikker/bjorklund-alti-arendal,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su off,jewelry store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
